sim time[s],generated time[s],received time[s],queue_owner,ID UAV,ID pkt,priority,type,size file[bit],cnt packet_sent,total pkt,state,total load [bps],bit tot lost[bps],bit relay lost[bps],bit UAVs lost[bps],bit lost congestion[bps],bit cong relay lost[bps],bit cong UAVs lost,bit lost expired[bps],bit exp relay lost[bps],bit exp UAVs lost,delta_t_msg
16.836743866536704,16,16.836743866536704,queue,8,3,0,json,1280,1,1,RECEIVED,2964.9438392429784,228.07260301869064,0.0,228.07260301869064,0.0,0.0,0.0,228.07260301869064,0.0,228.07260301869064,4
17.55047060469475,16,17.55047060469475,queue,4,3,0,json,1280,1,1,RECEIVED,2917.300689720765,218.79755172905737,0.0,218.79755172905737,0.0,0.0,0.0,218.79755172905737,0.0,218.79755172905737,4
20.0256,20,20.0256,queue,1,4,0,json,1280,1,1,RECEIVED,2620.6455736657076,191.75455417066155,0.0,191.75455417066155,0.0,0.0,0.0,191.75455417066155,0.0,191.75455417066155,4
20.0512,20,20.0512,relay,9,4,0,json,1280,1,1,RECEIVED,2681.1362910947973,191.50973507819978,0.0,191.50973507819978,0.0,0.0,0.0,191.50973507819978,0.0,191.50973507819978,4
20.129539099257034,20,20.129539099257034,queue,7,4,0,json,1280,1,1,RECEIVED,2734.2901259985374,190.7644273952468,0.0,190.7644273952468,0.0,0.0,0.0,190.7644273952468,0.0,190.7644273952468,4
20.21290999114676,20,20.21290999114676,queue,8,4,0,json,1280,1,1,RECEIVED,2786.3380396324983,189.9775936113067,0.0,189.9775936113067,0.0,0.0,0.0,189.9775936113067,0.0,189.9775936113067,4
20.331842309337,20,20.331842309337,queue,5,4,0,json,1280,1,1,RECEIVED,2832.994626047652,188.8663084031768,0.0,188.8663084031768,0.0,0.0,0.0,188.8663084031768,0.0,188.8663084031768,4
20.402886459262355,20,20.402886459262355,queue,4,4,0,json,1280,1,1,RECEIVED,2885.8661796488154,188.20866389014014,0.0,188.20866389014014,0.0,0.0,0.0,188.20866389014014,0.0,188.20866389014014,4
20.431064627193063,20,,queue,2,4,0,json,1280,1,1,removed - expiration,2944.535739950088,250.59878637873092,0.0,250.59878637873092,0.0,0.0,0.0,250.59878637873092,0.0,250.59878637873092,4
20.435930415250752,20,20.435930415250752,queue,6,4,0,json,1280,1,1,RECEIVED,3006.4694267185937,250.53911889321614,0.0,250.53911889321614,0.0,0.0,0.0,250.53911889321614,0.0,250.53911889321614,4
20.48364549165178,20,20.48364549165178,queue,3,4,0,json,1280,1,1,RECEIVED,3061.954964293923,249.95550728929982,0.0,249.95550728929982,0.0,0.0,0.0,249.95550728929982,0.0,249.95550728929982,4
20.577657073481,20,20.577657073481,relay,10,4,0,json,1280,1,1,RECEIVED,3110.1694314110514,248.8135545128841,0.0,248.8135545128841,0.0,0.0,0.0,248.8135545128841,0.0,248.8135545128841,4
24.0256,24,24.0256,queue,1,5,0,json,1280,1,1,RECEIVED,2717.101758124667,213.1060202450719,0.0,213.1060202450719,0.0,0.0,0.0,213.1060202450719,0.0,213.1060202450719,4
24.0512,24,24.0512,relay,9,5,0,json,1280,1,1,RECEIVED,2767.4294837679613,212.87919105907397,0.0,212.87919105907397,0.0,0.0,0.0,212.87919105907397,0.0,212.87919105907397,4
24.105562578153293,24,24.105562578153293,queue,2,5,0,json,1280,1,1,RECEIVED,2814.288186805602,212.39910843815863,0.0,212.39910843815863,0.0,0.0,0.0,212.39910843815863,0.0,212.39910843815863,4
24.14815401576816,24,,queue,4,5,0,json,1280,1,1,removed - expiration,2862.330592842265,265.0306104483579,0.0,265.0306104483579,0.0,0.0,0.0,265.0306104483579,0.0,265.0306104483579,4
24.150529844476967,24,24.150529844476967,queue,6,5,0,json,1280,1,1,RECEIVED,2915.049916227818,265.00453783889253,0.0,265.00453783889253,0.0,0.0,0.0,265.00453783889253,0.0,265.00453783889253,4
24.213312783233256,24,24.213312783233256,queue,8,5,0,json,1280,1,1,RECEIVED,2960.3549353905637,264.3174049455861,0.0,264.3174049455861,0.0,0.0,0.0,264.3174049455861,0.0,264.3174049455861,4
